run_id,issue_key,condition,epic_summary,story_position,story_id,story,complexity,num_acceptance_criteria,acceptance_criteria,dependencies,num_source_files,source_files
20260814T033139Z,PIG-626,full_rag_minus_past_tickets,Enhance Pig Statistics to track records read by each mapper and reducer for the last job in a Pig script.,4,US-4,"As a tester, I want to create test cases for the new statistics feature, so that I can ensure its reliability and correctness.",M,2,Test cases cover PigStorage and BinStorage. | Test cases include scenarios for multiple MR jobs.,US-3,2,TestMRJobStats.java | TestMRPigStatsUtil.java
20260814T033139Z,PIG-626,full_rag_minus_design_documents,Enhance Apache Pig to collect and report statistics on records read by each mapper and reducer using Hadoop counters.,1,US-1,"As a developer, I want to collect the number of records read by each mapper and reducer for the last job in a Pig script, so that I can analyze job performance.",M,3,The system should use Hadoop counters to collect the number of records read by each mapper and reducer. | The statistics should be accessible for the last job executed in a Pig script. | The implementation should be verified with test cases covering PigStorage and BinStorage.,,2,src/org/apache/pig/tools/pigstats/MRPigStatsUtil.java | src/org/apache/pig/tools/pigstats/MRJobStats.java
20260814T033139Z,PIG-626,full_rag_minus_design_documents,Enhance Apache Pig to collect and report statistics on records read by each mapper and reducer using Hadoop counters.,2,US-2,"As a developer, I want to ensure that the statistics collection does not return '0' values erroneously, so that I can trust the accuracy of the reported data.",L,3,The system should handle cases where JobClient.getMapTaskReports(jobId) and JobClient.getReduceTaskReports(jobId) return empty lists. | The system should not report '0' values unless they are accurate. | The implementation should include test cases to verify the handling of empty task reports.,US-1,2,src/org/apache/pig/tools/pigstats/MRPigStatsUtil.java | src/org/apache/pig/tools/pigstats/MRJobStats.java
20260814T033139Z,PIG-626,full_rag_minus_coding_conventions,Enhance Pig Statistics to track records read by each mapper and reducer using Hadoop counters.,1,US-1,"As a developer, I want to collect the number of records read by each mapper and reducer for the last job in a Pig script, so that I can analyze job performance.",M,2,The system should accurately report the number of records read by each mapper and reducer. | The statistics should be accessible for the last job executed in a Pig script.,,2,MRJobStats.java | MRPigStatsUtil.java
20260814T033139Z,PIG-626,full_rag_minus_coding_conventions,Enhance Pig Statistics to track records read by each mapper and reducer using Hadoop counters.,2,US-2,"As a developer, I want to ensure that the statistics collection does not return '0' values erroneously, so that I can trust the data provided.",L,2,The system should not return '0' values for map/reduce runtime statistics unless they are genuinely zero. | The system should handle empty lists returned by JobClient.getMapTaskReports(jobId) and JobClient.getReduceTaskReports(jobId) gracefully.,US-1,2,MRJobStats.java | MRPigStatsUtil.java
20260814T033139Z,PIG-626,full_rag_minus_coding_conventions,Enhance Pig Statistics to track records read by each mapper and reducer using Hadoop counters.,3,US-3,"As a developer, I want to integrate the new statistics into the existing Pig Statistics framework, so that users can access them through the same interface.",M,2,The new statistics should be integrated into the Pig Statistics framework. | Users should be able to retrieve the new statistics using existing methods in the framework.,US-1,2,PigStats.java | MRPigStatsUtil.java
20260814T033139Z,PIG-626,full_rag_minus_codebase_summaries,Implement a feature to collect statistics on the number of records read by each mapper and reducer in the last job of a Pig script using Hadoop counters.,1,US-1,"As a developer, I want to access the number of records read by each mapper in the last job of a Pig script so that I can analyze the performance of the script.",M,3,The system retrieves the number of records read by each mapper for the last job. | The retrieved statistics are accurate and reflect the actual number of records processed. | The statistics are accessible through the PigStats API.,,2,src/org/apache/pig/tools/pigstats/PigStats.java | src/org/apache/pig/tools/pigstats/SimplePigStats.java
20260814T033139Z,PIG-626,full_rag_minus_codebase_summaries,Implement a feature to collect statistics on the number of records read by each mapper and reducer in the last job of a Pig script using Hadoop counters.,2,US-2,"As a developer, I want to access the number of records read by each reducer in the last job of a Pig script so that I can analyze the performance of the script.",M,3,The system retrieves the number of records read by each reducer for the last job. | The retrieved statistics are accurate and reflect the actual number of records processed. | The statistics are accessible through the PigStats API.,US-1,2,src/org/apache/pig/tools/pigstats/PigStats.java | src/org/apache/pig/tools/pigstats/SimplePigStats.java
20260814T033139Z,PIG-626,full_rag_minus_codebase_summaries,Implement a feature to collect statistics on the number of records read by each mapper and reducer in the last job of a Pig script using Hadoop counters.,3,US-3,"As a developer, I want to ensure that the statistics collection does not interfere with the execution of Pig scripts so that performance is not degraded.",L,3,The statistics collection process runs concurrently with the Pig script execution. | There is no significant performance degradation when statistics collection is enabled. | The system can handle large volumes of data without crashing.,US-1 | US-2,3,src/org/apache/pig/tools/pigstats/PigStats.java | src/org/apache/pig/tools/pigstats/SimplePigStats.java | src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/JobControlCompiler.java
20260814T033139Z,PIG-627,vanilla,Optimize Pig scripts to reduce redundant computations in multi-query scenarios.,1,US-1,"As a data engineer, I want Pig to identify shared computations in scripts so that redundant data processing is minimized.",L,3,Pig identifies shared computations in scripts with multiple stores. | Redundant data reads and processing are minimized. | Performance metrics show reduced execution time for scripts with shared computations.,,2,src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/PhysicalPlan.java | src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/optimizer/Optimizer.java
20260814T033139Z,PIG-627,vanilla,Optimize Pig scripts to reduce redundant computations in multi-query scenarios.,2,US-2,"As a data engineer, I want Pig to execute shared computations only once and reuse the results across multiple stores.",M,3,Shared computations are executed only once. | Results of shared computations are reused across multiple store operations. | Output data remains consistent with previous Pig behavior.,US-1,1,src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/plans/PhysicalPlanOptimizer.java
20260814T033139Z,PIG-627,vanilla,Optimize Pig scripts to reduce redundant computations in multi-query scenarios.,3,US-3,"As a data engineer, I want to see logs indicating when shared computations are optimized to ensure transparency.",S,3,Logs are generated when shared computations are identified and optimized. | Logs include details of the computations and the optimization applied. | Log level can be configured to include or exclude optimization details.,US-1 | US-2,1,src/org/apache/pig/tools/logging/Logger.java
20260814T033139Z,PIG-627,full_rag,Enhance multi-query optimization in Apache Pig to reduce redundant MapReduce jobs and improve performance.,1,US-1,"As a developer, I want the multi-query optimizer to merge multiple group by operations following a join or cogroup into a single MapReduce job to improve performance.",L,2,The optimizer should reduce the number of MapReduce jobs for scripts with multiple group bys following a join or cogroup. | Performance tests should show a reduction in execution time for affected scripts.,,1,src/org/apache/pig/newplan/logical/optimizer/MultiQueryOptimizer.java
20260814T033139Z,PIG-627,full_rag,Enhance multi-query optimization in Apache Pig to reduce redundant MapReduce jobs and improve performance.,2,US-2,"As a developer, I want to implement a map-side group operator for ordered data to minimize disk I/O between mappers and reducers.",M,2,The map-side group operator should be used when input data is pre-sorted by key. | Disk I/O between mappers and reducers should be reduced for applicable cases.,,1,src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POMapSideGroup.java
20260814T033139Z,PIG-627,full_rag,Enhance multi-query optimization in Apache Pig to reduce redundant MapReduce jobs and improve performance.,3,US-3,"As a developer, I want to ensure that the multi-query optimizer can handle scripts with multiple stores and shared computations efficiently.",M,2,Scripts with multiple stores and shared computations should execute as a single job where possible. | The optimizer should correctly identify and merge shared computations.,US-1,2,src/org/apache/pig/newplan/logical/optimizer/MultiQueryOptimizer.java | src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/MultiQueryPackager.java
20260814T033139Z,PIG-627,full_rag_minus_past_tickets,Implement multi-query optimization in Apache Pig to reduce redundant data processing and improve performance.,1,US-1,"As a developer, I want to identify shared computations in Pig scripts so that they can be optimized for multi-query execution.",M,2,Identify common sub-expressions in Pig scripts. | Ensure that shared computations are only executed once.,,1,src/org/apache/pig/newplan/optimizer/MultiQueryOptimizer.java
20260814T033139Z,PIG-627,full_rag_minus_past_tickets,Implement multi-query optimization in Apache Pig to reduce redundant data processing and improve performance.,2,US-2,"As a developer, I want to implement a mechanism to merge multiple MapReduce operations into fewer operations to optimize performance.",L,2,Merge MapReduce operations where possible. | Ensure that the merged operations produce the correct output.,US-1,2,src/org/apache/pig/newplan/optimizer/MultiQueryOptimizer.java | src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/MultiQueryPackager.java
20260814T033139Z,PIG-627,full_rag_minus_past_tickets,Implement multi-query optimization in Apache Pig to reduce redundant data processing and improve performance.,3,US-3,"As a developer, I want to ensure that the multi-query optimization does not affect the correctness of the output.",M,2,Validate that the output of optimized queries matches the output of non-optimized queries. | Implement unit tests to verify the correctness of the optimization.,US-2,1,test/org/apache/pig/test/TestMultiQueryOptimization.java
20260814T033139Z,PIG-627,full_rag_minus_past_tickets,Implement multi-query optimization in Apache Pig to reduce redundant data processing and improve performance.,4,US-4,"As a developer, I want to document the changes made for multi-query optimization to ensure maintainability.",S,2,Update the Apache Pig documentation to include information about multi-query optimization. | Provide examples of optimized and non-optimized Pig scripts.,US-3,1,docs/multi-query-optimization.md
20260814T033139Z,PIG-627,full_rag_minus_design_documents,Enhance multi-query optimization in Apache Pig to reduce redundant MapReduce jobs.,1,US-1,"As a developer, I want the multi-query optimizer to merge multiple stores with shared computations into fewer MapReduce jobs to improve performance.",L,2,"Given a Pig script with multiple stores and shared computations, when executed, then the optimizer should reduce the number of MapReduce jobs. | The output of the script should remain consistent with the current behavior.",,2,src/org/apache/pig/newplan/logical/optimizer/MultiQueryOptimizer.java | src/org/apache/pig/newplan/logical/optimizer/MultiQueryPackager.java
20260814T033139Z,PIG-627,full_rag_minus_design_documents,Enhance multi-query optimization in Apache Pig to reduce redundant MapReduce jobs.,2,US-2,"As a developer, I want to implement a map-side group operator for ordered data to reduce disk I/O during group operations.",M,2,"Given input data that is pre-sorted by key, when a group operation is performed, then it should be executed on the map side without involving reducers. | The implementation should not affect the correctness of the group operation.",,1,src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POGroup.java
20260814T033139Z,PIG-627,full_rag_minus_design_documents,Enhance multi-query optimization in Apache Pig to reduce redundant MapReduce jobs.,3,US-3,"As a developer, I want to ensure that the optimizer correctly handles scripts with multiple group bys following a join or cogroup.",M,2,"Given a Pig script with multiple group bys following a join or cogroup, when executed, then the optimizer should reduce the number of MapReduce jobs required. | The output should be consistent with the expected results of the script.",US-1,1,src/org/apache/pig/newplan/logical/optimizer/MultiQueryOptimizer.java
20260814T033139Z,PIG-627,full_rag_minus_coding_conventions,Enhance multi-query optimization in Apache Pig to reduce unnecessary MapReduce jobs and improve performance.,1,US-1,"As a developer, I want the multi-query optimizer to merge multiple group by operations following a join or cogroup into a single MapReduce job to improve performance.",L,2,The optimizer should reduce the number of MapReduce jobs for scripts with multiple group bys following a join or cogroup. | Performance tests should show a reduction in execution time for affected scripts.,,1,MultiQueryOptimizer.java
20260814T033139Z,PIG-627,full_rag_minus_coding_conventions,Enhance multi-query optimization in Apache Pig to reduce unnecessary MapReduce jobs and improve performance.,2,US-2,"As a developer, I want to implement a map-side group operator for ordered data to minimize disk I/O between mappers and reducers.",M,2,The map-side group operator should be used when input data is pre-sorted by key. | Performance tests should show reduced disk I/O and improved execution time for applicable scripts.,,2,MultiQueryOptimizer.java | MultiQueryPackager.java
20260814T033139Z,PIG-627,full_rag_minus_coding_conventions,Enhance multi-query optimization in Apache Pig to reduce unnecessary MapReduce jobs and improve performance.,3,US-3,"As a developer, I want to ensure that multi-query optimization handles scripts with multiple stores and shared computations efficiently.",M,2,Scripts with multiple stores and shared computations should execute as a single job where possible. | The optimizer should prevent redundant data reads and writes.,US-1,2,MultiQueryOptimizer.java | MultiQueryPackager.java
20260814T033139Z,PIG-627,full_rag_minus_codebase_summaries,Optimize multi-query execution in Pig to reduce unnecessary Map-Reduce jobs and improve performance.,1,US-1,"As a data engineer, I want Pig to optimize scripts with multiple stores and shared computations so that redundant Map-Reduce jobs are minimized.",L,2,"Given a Pig script with multiple stores, when executed, then the number of Map-Reduce jobs should be minimized. | The script should not perform redundant data reads and writes.",,1,src/org/apache/pig/newplan/optimizer/mqo/MultiQueryOptimizer.java
20260814T033139Z,PIG-627,full_rag_minus_codebase_summaries,Optimize multi-query execution in Pig to reduce unnecessary Map-Reduce jobs and improve performance.,2,US-2,"As a data engineer, I want Pig to support map-side group operations for ordered data to reduce disk I/O.",M,2,"Given ordered input data, when a group operation is performed, then it should be executed on the map side without involving reducers. | The execution should not incur unnecessary disk writes/reads between mappers and reducers.",,1,src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/MapSideGroup.java
20260814T033139Z,PIG-627,full_rag_minus_codebase_summaries,Optimize multi-query execution in Pig to reduce unnecessary Map-Reduce jobs and improve performance.,3,US-3,"As a data engineer, I want Pig to handle multiple group bys following a join or cogroup efficiently to reduce the number of MR jobs.",L,2,"Given a Pig script with multiple group bys following a join or cogroup, when executed, then the number of MR jobs should be reduced. | The optimizer should merge jobs where possible to improve performance.",US-1,1,src/org/apache/pig/newplan/optimizer/mqo/MultiQueryOptimizer.java
20260814T033139Z,PIG-692,vanilla,Automatically set up job name based on the script file name when running a Pig script.,1,US-1,"As a developer, I want the Pig script job name to be automatically set to the script file name, so that I can easily identify jobs in the job tracker.",M,3,"When a Pig script is executed, the job name should default to the script file name without the extension. | If a job name is explicitly provided, it should override the default script file name. | The job name should be visible in the job tracker and logs.",,2,src/org/apache/pig/Main.java | src/org/apache/pig/tools/pigscript/PigScriptRunner.java
20260814T033139Z,PIG-692,vanilla,Automatically set up job name based on the script file name when running a Pig script.,2,US-2,"As a developer, I want to ensure that the job name derived from the script file name is sanitized, so that it conforms to job name requirements.",S,3,The job name should not contain any illegal characters. | The job name should be truncated if it exceeds the maximum allowed length. | The job name should be unique if multiple scripts with the same name are run simultaneously.,US-1,1,src/org/apache/pig/tools/pigscript/PigScriptRunner.java
20260814T033139Z,PIG-692,full_rag,Automatically set up job name based on the script file name when running a Pig script.,1,US-1,"As a developer, I want the Pig script execution to automatically set the job name based on the script file name, so that I can easily identify jobs in the Hadoop cluster.",M,3,"When a Pig script is executed, the job name should default to the script file name. | The job name should be visible in the Hadoop job tracker or resource manager. | If a job name is explicitly set via command line options, it should override the default script-based name.",,2,src/org/apache/pig/tools/pigscript/PigServer.java | src/org/apache/pig/impl/util/ScriptState.java
20260814T033139Z,PIG-692,full_rag,Automatically set up job name based on the script file name when running a Pig script.,2,US-2,"As a developer, I want to ensure that the job name derived from the script file name is sanitized to avoid any invalid characters, so that it complies with Hadoop job naming conventions.",S,3,"The job name should not contain any characters that are invalid in Hadoop job names. | If the script file name contains invalid characters, they should be replaced or removed in the job name. | The sanitized job name should still be recognizable as derived from the original script file name.",US-1,1,src/org/apache/pig/tools/pigscript/PigServer.java
20260814T033139Z,PIG-692,full_rag,Automatically set up job name based on the script file name when running a Pig script.,3,US-3,"As a developer, I want to add unit tests to verify that the job name is correctly set based on the script file name, so that I can ensure the feature works as expected.",M,3,Unit tests should cover scenarios where the script file name is used as the job name. | Tests should verify that explicitly set job names override the default script-based name. | Tests should include cases with invalid characters in script file names.,US-1 | US-2,1,test/org/apache/pig/test/TestPigServer.java
20260814T033139Z,PIG-692,full_rag_minus_past_tickets,Automatically set up the job name based on the script file name when running a Pig script.,1,US-1,"As a developer, I want the PigServer to extract the script file name so that it can be used to set the job name automatically.",M,2,"Given a script file, when it is executed, the PigServer should extract the file name without the extension. | The extracted file name should be stored in a variable accessible for job name configuration.",,1,PigServer.java
20260814T033139Z,PIG-692,full_rag_minus_past_tickets,Automatically set up the job name based on the script file name when running a Pig script.,2,US-2,"As a developer, I want the ScriptState to use the extracted script file name to set the job name for all MapReduce jobs.",M,2,"The job name should be set to the script file name for each MapReduce job spawned by the script. | If the script file name is 'myscript.pig', the job name should be 'myscript'.",US-1,1,ScriptState.java
20260814T033139Z,PIG-692,full_rag_minus_past_tickets,Automatically set up the job name based on the script file name when running a Pig script.,3,US-3,"As a developer, I want to ensure that the job name setting does not interfere with existing job properties.",S,2,Existing job properties should remain unchanged except for the job name. | The job name should be correctly reflected in the Hadoop job XML.,US-2,1,ScriptState.java
20260814T033139Z,PIG-692,full_rag_minus_design_documents,Automatically set up job name based on the script file name when running a Pig script.,1,US-1,"As a developer, I want the Pig script execution to automatically set the job name based on the script file name, so that I can easily identify jobs in the Hadoop job tracker.",M,3,"When a Pig script is executed, the job name should default to the script file name. | The job name should be visible in the Hadoop job tracker. | If a job name is explicitly set via command line options, it should override the default script file name.",,2,src/org/apache/pig/tools/pigscript/PigServer.java | src/org/apache/pig/impl/util/ScriptState.java
20260814T033139Z,PIG-692,full_rag_minus_design_documents,Automatically set up job name based on the script file name when running a Pig script.,2,US-2,"As a developer, I want to ensure that the job name setting does not interfere with existing job configuration options, so that current workflows remain unaffected.",S,3,Existing command line options for setting job names should still function correctly. | The automatic job name should not override explicitly set job names. | The feature should be backward compatible with existing scripts.,US-1,1,src/org/apache/pig/tools/pigscript/PigServer.java
20260814T033139Z,PIG-692,full_rag_minus_design_documents,Automatically set up job name based on the script file name when running a Pig script.,3,US-3,"As a developer, I want to update the documentation to reflect the new feature of automatic job name setting, so that users are aware of this functionality.",S,3,Documentation should include a description of the automatic job name feature. | Examples should be provided to demonstrate how the feature works. | The documentation should be updated on the official Apache Pig website and wiki.,US-1,2,docs/index.html | docs/user_guide.html
20260814T033139Z,PIG-692,full_rag_minus_coding_conventions,Automatically set up job name based on the Pig script file name when executing scripts.,1,US-1,"As a developer, I want the Pig job name to be automatically set to the script file name when executing a script, so that I can easily identify jobs in the job tracker.",M,3,"When a Pig script is executed, the job name should default to the script file name. | The job name should be visible in the job tracker and logs. | If a job name is explicitly set via command line options, it should override the default script file name.",,2,src/org/apache/pig/tools/pigscript/PigServer.java | src/org/apache/pig/impl/util/ScriptState.java
20260814T033139Z,PIG-692,full_rag_minus_coding_conventions,Automatically set up job name based on the Pig script file name when executing scripts.,2,US-2,"As a developer, I want to ensure that the job name derived from the script file name is sanitized to avoid any invalid characters, so that it does not cause errors in the job tracker.",S,3,The script file name should be sanitized to remove or replace invalid characters for job names. | The sanitized job name should be used if the original script file name contains invalid characters. | A warning should be logged if the script file name is modified due to invalid characters.,US-1,1,src/org/apache/pig/tools/pigscript/PigServer.java
20260814T033139Z,PIG-692,full_rag_minus_coding_conventions,Automatically set up job name based on the Pig script file name when executing scripts.,3,US-3,"As a developer, I want to add unit tests to verify that the job name is correctly set based on the script file name, so that I can ensure the feature works as expected.",M,3,Unit tests should cover scenarios where the script file name is used as the job name. | Tests should verify that explicitly set job names override the default script file name. | Tests should check the sanitization process for invalid characters in script file names.,US-1 | US-2,1,test/org/apache/pig/test/TestPigServer.java
20260814T033139Z,PIG-692,full_rag_minus_codebase_summaries,Automatically set up job name based on the script file name when running a Pig script.,1,US-1,"As a user, I want the job name to be automatically set to the script file name when running a Pig script, so that I can easily identify jobs in the job tracker.",M,3,"Given a Pig script file named 'example.pig', when I run 'pig example.pig', then the job name should be 'example'. | The job name should be visible in the job tracker and logs. | If the script file name contains special characters, they should be sanitized in the job name.",,2,src/org/apache/pig/Main.java | src/org/apache/pig/tools/pigscript/PigScriptRunner.java
20260814T033139Z,PIG-692,full_rag_minus_codebase_summaries,Automatically set up job name based on the script file name when running a Pig script.,2,US-2,"As a developer, I want to ensure that the job name setting feature does not interfere with existing command line options, so that current functionality remains stable.",S,2,Existing command line options such as '-q' for queue name should still function correctly. | The job name should only be set automatically if no job name is explicitly provided by the user.,US-1,1,src/org/apache/pig/Main.java
20260814T033139Z,PIG-692,full_rag_minus_codebase_summaries,Automatically set up job name based on the script file name when running a Pig script.,3,US-3,"As a user, I want to be able to override the automatic job name with a custom name if needed, so that I have flexibility in naming jobs.",M,2,"Provide a command line option to specify a custom job name. | When a custom job name is provided, it should override the automatic script-based job name.",US-1,2,src/org/apache/pig/Main.java | src/org/apache/pig/tools/pigscript/PigScriptRunner.java
20260814T033139Z,PIG-704,vanilla,Enhance interactive mode with alias management and shortcut features.,1,US-1,"As a user, I want to list all defined aliases so that I can manage them effectively during testing.",M,1,"Given the interactive mode, when I enter the command 'aliases', then I should see a list of all currently defined aliases.",,2,src/interactive_mode/commands/aliases_command.py | src/interactive_mode/alias_manager.py
20260814T033139Z,PIG-704,vanilla,Enhance interactive mode with alias management and shortcut features.,2,US-2,"As a user, I want to use a shortcut to describe the last created alias to save time and effort.",S,2,"Given the interactive mode, when I enter the command 'DESCRIBE _', then the system should describe the last created alias. | The shortcut '_' should always refer to the most recently created alias.",,2,src/interactive_mode/commands/describe_command.py | src/interactive_mode/alias_manager.py
20260814T033139Z,PIG-704,full_rag,Enhance interactive mode to manage and utilize aliases more effectively.,1,US-1,"As a user, I want to list all defined aliases in interactive mode so that I can easily track them.",M,2,A new command 'aliases' is available in interactive mode. | Executing 'aliases' lists all currently defined aliases.,,2,src/interactive/commands/AliasCommand.java | src/interactive/InteractiveMode.java
20260814T033139Z,PIG-704,full_rag,Enhance interactive mode to manage and utilize aliases more effectively.,2,US-2,"As a user, I want to use a shortcut to describe the last created alias to reduce typing effort.",S,2,The special name '_' can be used as a shortcut for the last created alias in the DESCRIBE command. | Typing 'DESCRIBE _' describes the schema of the last created alias.,,2,src/interactive/commands/DescribeCommand.java | src/interactive/InteractiveMode.java
20260814T033139Z,PIG-704,full_rag_minus_past_tickets,Enhance interactive mode with alias management and shortcut features.,1,US-1,"As a user, I want to list all defined aliases so that I can easily track them during script testing.",M,3,A new command 'aliases' is available in the interactive mode. | Executing 'aliases' lists all currently defined aliases. | The list includes aliases created with typos and different versions.,,2,grunt/InteractiveMode.java | grunt/AliasManager.java
20260814T033139Z,PIG-704,full_rag_minus_past_tickets,Enhance interactive mode with alias management and shortcut features.,2,US-2,"As a user, I want a shortcut to describe the last created alias to reduce typing effort.",S,3,The special name '_' can be used as a shortcut for the last created alias. | Executing 'DESCRIBE _' describes the schema of the last created alias. | The shortcut works consistently across different sessions.,,2,grunt/InteractiveMode.java | grunt/AliasManager.java
20260814T033139Z,PIG-704,full_rag_minus_design_documents,Enhance interactive mode with alias management and shortcut features.,1,US-1,"As a user, I want to list all defined aliases in interactive mode so that I can easily track them during script testing.",M,2,A new command 'aliases' is available in interactive mode. | Executing 'aliases' lists all currently defined aliases.,,2,src/interactive/commands/AliasCommand.java | src/interactive/InteractiveMode.java
20260814T033139Z,PIG-704,full_rag_minus_design_documents,Enhance interactive mode with alias management and shortcut features.,2,US-2,"As a user, I want to use a shortcut to describe the last created alias to reduce typing effort.",S,2,The special name '_' can be used as a shortcut for the last created alias in the DESCRIBE command. | Executing 'DESCRIBE _' describes the schema of the last created alias.,,2,src/interactive/commands/DescribeCommand.java | src/interactive/InteractiveMode.java
20260814T033139Z,PIG-704,full_rag_minus_design_documents,Enhance interactive mode with alias management and shortcut features.,3,US-3,"As a developer, I want autocompletion to suggest aliases in contexts where an alias is expected to improve usability.",L,2,Autocompletion suggests defined aliases when typing commands that expect an alias. | Autocompletion updates suggestions as new aliases are defined.,US-1,2,src/interactive/Autocomplete.java | src/interactive/commands/AliasCommand.java
20260814T033139Z,PIG-704,full_rag_minus_coding_conventions,Enhance interactive mode to improve alias management and usability.,1,US-1,"As a user, I want to list all defined aliases so that I can easily track them during interactive sessions.",M,3,A new command 'aliases' is available in interactive mode. | Executing 'aliases' lists all currently defined aliases. | The list of aliases is displayed in a user-friendly format.,,2,src/interactive/CommandProcessor.java | src/interactive/AliasManager.java
